latitude,longitude,unixtime
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
36.80229635,-121.786693033333,1749599715
